Date,CLAY_COMPOSITION_1 ,COMPRESS,STRENGTH_1,LAYER_ANALYSIS,CLAY_COMPOSITION_2,IGNITION,HUMIDITY,ACIDITY,PRESSURE,STRENGTH_2,GASES_HOT,STRENGTH_3,TOTAL_DEFECT_PERCENTAGE
30-Nov-15,16.38,80.86,3120.76,112.9,8.46,9.12,6.6,17.44,285.82,943.78,6.94,46.2,3.1933
01-Dec-15,16.26,80.56,3070.38,114.1,8.6,9,6.58,17.54,286.38,947.04,6.94,46.4,2.7948
02-Dec-15,16.26,81.08,3100,112.4,8.5,9,6.6,17.38,285.72,936.42,6.74,45.34,2.762
03-Dec-15,16.38,80.88,3112.26,113.48,7.7,8.86,6.6,17.42,286.06,943.54,6.66,46.14,3.115
04-Dec-15,16.38,81.06,3164.72,111.82,8,9,6.6,17.34,286.62,960,6.8,46.66,3.8703
05-Dec-15,16.38,80.7,3056.48,110.56,8.32,9.18,6.6,17.64,287.3,923.52,7,45.2,2.682
06-Dec-15,16.52,81.1,3136.08,112.32,8,8.94,6.6,17.4,286.2,953.34,6.86,46.2,2.72
07-Dec-15,16.38,80.72,3107.46,111.24,8.32,8.94,6.58,17.54,286.84,941.7,6.86,46.66,2.9605
08-Dec-15,16.38,80.22,3132.08,111.8,7.98,8.86,6.56,17.38,286.12,958.5,6.74,47.8,3.9363
09-Dec-15,16.26,80.52,3083.8,111.72,8.38,8.86,6.58,17.52,286.2,937.94,6.66,47.6,3.5836
10-Dec-15,16.12,80.92,3139.66,112.26,8.54,8.86,6.58,17.56,286.04,949.5,6.74,46.06,2.8912
11-Dec-15,16,80.6,3080.32,114.04,8.42,8.86,6.58,17.42,287.28,929.18,6.66,45.46,4.3845
12-Dec-15,16,81.24,3098.46,112.7,8.88,8.8,6.6,17.38,287.7,924.62,6.6,45.2,2.7108
13-Dec-15,16,80.34,3084.4,112.76,8.54,8.86,6.56,17.34,285.5,934.58,6.74,45.8,3.7954
14-Dec-15,16.12,80.44,3110.2,112.62,8.5,8.8,6.58,17.36,287.14,939.22,6.74,45.66,3.1457
15-Dec-15,16.26,80.92,3053.34,112.32,7.94,8.66,6.6,17.46,287.22,927.36,6.4,45.54,2.5
16-Dec-15,16,80.42,3067.36,112.98,8.52,8.8,6.56,17.38,288.64,917.54,6.6,46.06,2.6549
17-Dec-15,16.12,80,3073.8,112.82,8.54,8.74,6.56,17.42,286.76,929.66,6.66,45.72,3.0928
18-Dec-15,16,79.7,3056.78,113.36,8.52,8.94,6.54,17.46,287.36,921.3,6.86,45.6,2.1882
19-Dec-15,16.12,80.94,3060.4,113.38,8.8,8.86,6.6,17.4,288.24,930.58,6.74,45.6,2.2978
20-Dec-15,16.26,80.26,3054.54,112.28,8.16,8.86,6.58,17.38,288.5,919.28,6.74,45.7,2.31
21-Dec-15,16.38,80.28,3063.18,113.78,8.7,8.94,6.56,17.5,287.64,927.72,6.86,46.66,3.2967
22-Dec-15,16.38,80,3067.54,113.2,8.56,9,6.56,17.42,286.12,923.4,6.86,46.14,2.214
23-Dec-15,16.12,80.46,3045,112.48,8.54,8.86,6.58,17.22,286,917.92,6.86,45.74,2.1822
24-Dec-15,16.26,80.56,3069.62,113.18,8.42,8.94,6.58,17.26,286.66,930,6.74,45.8,2.9126
25-Dec-15,16.12,80.78,3071.14,113.14,8.22,8.86,6.6,17.36,287.4,928.2,6.74,45.4,3.7653
26-Dec-15,16,80.92,3026.16,113.02,8.96,9,6.58,17.38,287.7,903.08,6.8,45.6,0.9368
27-Dec-15,16.26,80.12,3067.3,113.52,8.42,8.86,6.56,17.32,286.46,924.62,6.66,46.06,2.3529
28-Dec-15,16.38,80.28,3039.6,115.26,8.36,8.86,6.56,17.2,286.56,920,6.86,46.46,2.3402
29-Dec-15,16,80.66,3036.74,113.86,8.42,8.94,6.58,17.42,286.28,914.7,6.86,45.46,3.321
30-Dec-15,16.12,80.5,3090.52,113.42,8.22,8.94,6.58,17.26,287.78,949.82,6.8,46.94,2.8275
31-Dec-15,16,80.96,3026.92,113,8.56,8.86,6.6,17.42,287.54,906.92,6.66,45.46,2.1331
01-Jan-16,16,80.54,3071,113.68,7.9,8.86,6.56,17.46,287.34,929,6.6,45.34,2.9991
02-Jan-16,16,80.88,3002.22,112.94,7.84,8.6,6.58,17.36,288,882.22,6.4,45.6,2.9032
03-Jan-16,16,80.88,3018.66,112.48,8.66,8.86,6.6,17.32,287.92,900.88,6.66,46.54,4.1071
04-Jan-16,16,80.42,3036.42,113.28,7.74,8.8,6.58,17.4,285.5,923.22,6.46,45.94,7.2745
05-Jan-16,16.12,80,3089.16,113.58,7.72,8.94,6.56,17.44,286.3,944.74,6.8,45.6,4.8387
06-Jan-16,16.26,80.32,3020,114.72,8.26,8.94,6.58,17.32,287.08,911.92,6.74,45.4,5.9104
07-Jan-16,16,80.92,3030.38,113.4,7.82,8.86,6.6,17.36,287.4,917.78,6.66,45.34,3.6885
08-Jan-16,16,80.44,3036,115.78,8.38,8.94,6.58,17.52,287.06,914.54,6.66,45.94,6.1637
09-Jan-16,16.38,79.56,3014.44,113.14,8,8.8,6.54,16.92,285.34,960,6.6,45.6,2.5748
10-Jan-16,16.26,80.74,3029.48,114.46,7.86,9,6.58,17.32,286.38,911.92,6.8,45.66,4.644
11-Jan-16,16,80.08,3027.06,113.76,8.44,8.94,6.56,17.48,286.98,913.34,6.8,45.54,3.3432
12-Jan-16,16,80.48,3098.18,113.2,8.04,8.86,6.58,17.54,287.2,938.18,6.66,45.4,3.5645
13-Jan-16,16.26,80.66,3054.7,113.56,7.82,8.94,6.58,17.46,288.24,925.72,6.8,45.4,2.561
14-Jan-16,16,80.4,3067.46,113.16,8.64,8.94,6.58,17.3,287.46,929.02,6.86,45.54,3.6078
15-Jan-16,16,80.28,3010.34,113.04,8.1,8.94,6.56,17.32,287.04,919.32,6.8,46.06,2.7805
16-Jan-16,16,81.1,2994.54,112.92,8.68,9,6.6,17.32,287.28,909.1,6.8,45.6,5.4817
17-Jan-16,16,80.58,3032.86,112.82,7.56,8.86,6.58,17,287.72,920.36,6.74,45.8,3.1167
18-Jan-16,16,80.64,3031.2,112.56,7.68,8.94,6.58,17.34,288.76,911.2,6.66,46.06,3.5105
19-Jan-16,15.86,80.38,3080,113.5,7.94,8.86,6.58,17.34,287.48,934.52,6.8,45,3.6078
20-Jan-16,16,80.68,3078.22,113.98,8.4,8.86,6.58,17.2,288.28,930.36,6.66,46.34,3.7133
21-Jan-16,16,80.82,3028.24,113.34,8.78,8.94,6.58,17.48,288.12,925.88,6.86,45.54,6.6185
22-Jan-16,16,80.48,3005.88,113.96,7.74,8.86,6.58,17.42,287.14,907.84,6.66,46.06,1.8137
23-Jan-16,16,80.36,2977.64,112.2,8.8,9,6.56,17.36,289.76,878.82,6.8,45.6,1.1029
